2024-10-10 19:52:09,997 - INFO - Starting Zookeeper...
2024-10-10 19:52:09,997 - ERROR - Failed to start Zookeeper: [WinError 2] The system cannot find the file specified
2024-10-10 19:59:48,165 - INFO - Starting Zookeeper...
2024-10-10 19:59:53,198 - INFO - Zookeeper started.
2024-10-10 19:59:53,198 - INFO - Starting Kafka broker...
2024-10-10 19:59:58,222 - INFO - Kafka broker started.
2024-10-10 19:59:58,222 - INFO - Creating Kafka topic 'sensor-data'...
2024-10-10 20:00:29,172 - INFO - Starting Zookeeper...
2024-10-10 20:00:34,179 - INFO - Zookeeper started.
2024-10-10 20:00:34,189 - INFO - Starting Kafka broker...
2024-10-10 20:00:39,198 - INFO - Kafka broker started.
2024-10-10 20:00:39,198 - INFO - Creating Kafka topic 'sensor-data'...
2024-10-10 20:03:24,854 - INFO - Starting Zookeeper...
2024-10-10 20:03:29,862 - INFO - Zookeeper started.
2024-10-10 20:03:29,862 - INFO - Starting Kafka broker...
2024-10-10 20:03:34,964 - INFO - Kafka broker started.
2024-10-10 20:03:34,964 - INFO - Creating Kafka topic 'sensor-data'...
2024-10-10 20:13:37,527 - INFO - Starting Zookeeper...
2024-10-10 20:13:47,534 - INFO - Zookeeper started.
2024-10-10 20:13:47,534 - INFO - Starting Kafka broker...
2024-10-10 20:13:57,544 - INFO - Kafka broker started.
2024-10-10 20:13:57,545 - INFO - Creating Kafka topic 'sensor-data'...
2024-10-10 20:14:58,878 - INFO - Kafka topic 'sensor-data' created.
2024-10-10 20:14:58,887 - INFO - <BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: connecting to localhost:9092 [('::1', 9092, 0, 0) IPv6]
2024-10-10 20:14:58,888 - INFO - Probing node bootstrap-0 broker version
2024-10-10 20:15:00,915 - ERROR - Failed to create Kafka producer: NoBrokersAvailable
2024-10-10 20:17:20,317 - INFO - Starting Zookeeper...
2024-10-10 20:17:35,324 - INFO - Zookeeper started.
2024-10-10 20:17:35,324 - INFO - Starting Kafka broker...
2024-10-10 20:17:58,899 - INFO - Starting Zookeeper...
2024-10-10 20:18:13,906 - INFO - Zookeeper started.
2024-10-10 20:18:13,906 - INFO - Starting Kafka broker...
2024-10-10 20:18:28,937 - INFO - Kafka broker started.
2024-10-10 20:18:28,937 - INFO - Creating Kafka topic 'sensor-data'...
2024-10-10 20:18:30,532 - INFO - Kafka topic 'sensor-data' created.
2024-10-10 20:18:30,538 - INFO - <BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: connecting to localhost:9092 [('::1', 9092, 0, 0) IPv6]
2024-10-10 20:18:30,538 - INFO - Probing node bootstrap-0 broker version
2024-10-10 20:18:30,539 - INFO - <BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: Connection complete.
2024-10-10 20:18:30,646 - INFO - Broker version identified as 2.5.0
2024-10-10 20:18:30,646 - INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
2024-10-10 20:18:30,647 - INFO - Kafka producer created.
2024-10-10 20:18:30,660 - INFO - Closing the Kafka producer with 0 secs timeout.
2024-10-10 20:18:30,661 - INFO - Proceeding to force close the producer since pending requests could not be completed within timeout 0.
2024-10-10 20:36:32,886 - INFO - Starting Zookeeper...
2024-10-10 20:36:47,892 - INFO - Zookeeper started.
2024-10-10 20:36:47,892 - INFO - Starting Kafka broker...
2024-10-10 20:37:02,905 - INFO - Kafka broker started.
2024-10-10 20:37:02,905 - INFO - Creating Kafka topic 'sensor-data'...
2024-10-10 20:37:04,418 - INFO - Kafka topic 'sensor-data' created.
2024-10-10 20:37:04,422 - INFO - <BrokerConnection node_id=bootstrap-0 host=127.0.0.1:9092 <connecting> [IPv4 ('127.0.0.1', 9092)]>: connecting to 127.0.0.1:9092 [('127.0.0.1', 9092) IPv4]
2024-10-10 20:37:04,423 - INFO - Probing node bootstrap-0 broker version
2024-10-10 20:37:04,423 - INFO - <BrokerConnection node_id=bootstrap-0 host=127.0.0.1:9092 <connecting> [IPv4 ('127.0.0.1', 9092)]>: Connection complete.
2024-10-10 20:37:04,544 - INFO - Broker version identified as 2.5.0
2024-10-10 20:37:04,544 - INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
2024-10-10 20:37:04,547 - INFO - Kafka producer created.
2024-10-10 20:37:04,610 - INFO - <BrokerConnection node_id=0 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: connecting to localhost:9092 [('::1', 9092, 0, 0) IPv6]
2024-10-10 20:37:04,610 - INFO - <BrokerConnection node_id=0 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: Connection complete.
2024-10-10 20:37:04,610 - INFO - <BrokerConnection node_id=bootstrap-0 host=127.0.0.1:9092 <connected> [IPv4 ('127.0.0.1', 9092)]>: Closing connection. 
2024-10-10 20:37:04,619 - INFO - Data sent to Kafka: {'UDI': 1, 'Product ID': 'L70598', 'Type': 'L', 'Air temperature [K]': 297.88995848924566, 'Process temperature [K]': 307.09420341218424, 'Rotational speed [rpm]': 1492.921945009958, 'Torque [Nm]': 20.369111039471758, 'Tool wear [min]': 240, 'Machine failure': 1, 'TWF': 1, 'HDF': 0, 'PWF': 1, 'OSF': 0, 'RNF': 0}
2024-10-10 20:37:04,721 - INFO - Data sent to Kafka: {'UDI': 2, 'Product ID': 'H76399', 'Type': 'H', 'Air temperature [K]': 298.55944284682414, 'Process temperature [K]': 307.81477794440923, 'Rotational speed [rpm]': 1414.2833457870045, 'Torque [Nm]': 32.40669928821157, 'Tool wear [min]': 72, 'Machine failure': 0, 'TWF': 0, 'HDF': 0, 'PWF': 0, 'OSF': 0, 'RNF': 0}
2024-10-10 20:37:04,829 - INFO - Data sent to Kafka: {'UDI': 3, 'Product ID': 'M37684', 'Type': 'M', 'Air temperature [K]': 304.9706278490674, 'Process temperature [K]': 314.13037608444876, 'Rotational speed [rpm]': 1734.887597041423, 'Torque [Nm]': 36.372519450566315, 'Tool wear [min]': 136, 'Machine failure': 0, 'TWF': 0, 'HDF': 0, 'PWF': 0, 'OSF': 0, 'RNF': 0}
2024-10-10 20:37:04,936 - INFO - Data sent to Kafka: {'UDI': 4, 'Product ID': 'M78591', 'Type': 'M', 'Air temperature [K]': 300.2722492681517, 'Process temperature [K]': 309.6996409925466, 'Rotational speed [rpm]': 1204.560940091928, 'Torque [Nm]': 46.91771235429652, 'Tool wear [min]': 124, 'Machine failure': 0, 'TWF': 0, 'HDF': 0, 'PWF': 0, 'OSF': 0, 'RNF': 0}
2024-10-10 20:37:05,044 - INFO - Data sent to Kafka: {'UDI': 5, 'Product ID': 'L87722', 'Type': 'L', 'Air temperature [K]': 300.72381567272197, 'Process temperature [K]': 311.5805075430472, 'Rotational speed [rpm]': 1682.0238750349772, 'Torque [Nm]': 38.69666041049795, 'Tool wear [min]': 212, 'Machine failure': 1, 'TWF': 1, 'HDF': 0, 'PWF': 0, 'OSF': 0, 'RNF': 0}
2024-10-10 20:37:05,152 - INFO - Data sent to Kafka: {'UDI': 6, 'Product ID': 'L12682', 'Type': 'L', 'Air temperature [K]': 297.5552743859915, 'Process temperature [K]': 309.3513185942577, 'Rotational speed [rpm]': 1593.3261904233927, 'Torque [Nm]': 50.6398722851157, 'Tool wear [min]': 61, 'Machine failure': 0, 'TWF': 0, 'HDF': 0, 'PWF': 0, 'OSF': 0, 'RNF': 0}
2024-10-10 20:37:05,259 - INFO - Data sent to Kafka: {'UDI': 7, 'Product ID': 'L48046', 'Type': 'L', 'Air temperature [K]': 296.31249408241473, 'Process temperature [K]': 304.9823045668612, 'Rotational speed [rpm]': 1425.4410708472785, 'Torque [Nm]': 46.05071496010685, 'Tool wear [min]': 220, 'Machine failure': 1, 'TWF': 1, 'HDF': 0, 'PWF': 0, 'OSF': 0, 'RNF': 0}
2024-10-10 20:37:05,367 - INFO - Data sent to Kafka: {'UDI': 8, 'Product ID': 'H31832', 'Type': 'H', 'Air temperature [K]': 298.3618947137624, 'Process temperature [K]': 309.62540775659556, 'Rotational speed [rpm]': 1687.2420104833766, 'Torque [Nm]': 45.132300608432764, 'Tool wear [min]': 97, 'Machine failure': 0, 'TWF': 0, 'HDF': 0, 'PWF': 0, 'OSF': 0, 'RNF': 0}
2024-10-10 20:37:05,475 - INFO - Data sent to Kafka: {'UDI': 9, 'Product ID': 'M26997', 'Type': 'M', 'Air temperature [K]': 302.8763911704175, 'Process temperature [K]': 312.39868745444306, 'Rotational speed [rpm]': 1362.858080075574, 'Torque [Nm]': 49.792486442999724, 'Tool wear [min]': 120, 'Machine failure': 0, 'TWF': 0, 'HDF': 0, 'PWF': 0, 'OSF': 0, 'RNF': 0}
2024-10-10 20:37:05,583 - INFO - Data sent to Kafka: {'UDI': 10, 'Product ID': 'M44640', 'Type': 'M', 'Air temperature [K]': 300.66855093215304, 'Process temperature [K]': 311.01643346335527, 'Rotational speed [rpm]': 1600.8110962007524, 'Torque [Nm]': 26.13305435503856, 'Tool wear [min]': 142, 'Machine failure': 0, 'TWF': 0, 'HDF': 0, 'PWF': 0, 'OSF': 0, 'RNF': 0}
2024-10-10 20:37:05,690 - INFO - Data sent to Kafka: {'UDI': 11, 'Product ID': 'L86882', 'Type': 'L', 'Air temperature [K]': 301.1971901828888, 'Process temperature [K]': 309.5430441523155, 'Rotational speed [rpm]': 1291.735488695289, 'Torque [Nm]': 34.63756149195509, 'Tool wear [min]': 167, 'Machine failure': 1, 'TWF': 0, 'HDF': 1, 'PWF': 0, 'OSF': 0, 'RNF': 0}
2024-10-10 20:37:05,798 - INFO - Data sent to Kafka: {'UDI': 12, 'Product ID': 'H50491', 'Type': 'H', 'Air temperature [K]': 301.4771320784041, 'Process temperature [K]': 312.00116709574894, 'Rotational speed [rpm]': 1385.4121807029626, 'Torque [Nm]': 64.0141452734832, 'Tool wear [min]': 145, 'Machine failure': 1, 'TWF': 0, 'HDF': 0, 'PWF': 1, 'OSF': 0, 'RNF': 0}
2024-10-10 20:37:05,907 - INFO - Data sent to Kafka: {'UDI': 13, 'Product ID': 'H73043', 'Type': 'H', 'Air temperature [K]': 298.8173012404034, 'Process temperature [K]': 306.81198884358736, 'Rotational speed [rpm]': 1385.1638174352122, 'Torque [Nm]': 20.937729083568602, 'Tool wear [min]': 32, 'Machine failure': 1, 'TWF': 0, 'HDF': 0, 'PWF': 1, 'OSF': 0, 'RNF': 0}
2024-10-10 20:37:06,014 - INFO - Data sent to Kafka: {'UDI': 14, 'Product ID': 'L82725', 'Type': 'L', 'Air temperature [K]': 302.77593116794674, 'Process temperature [K]': 313.0898662402569, 'Rotational speed [rpm]': 1424.93433395712, 'Torque [Nm]': 37.022074619346206, 'Tool wear [min]': 6, 'Machine failure': 0, 'TWF': 0, 'HDF': 0, 'PWF': 0, 'OSF': 0, 'RNF': 0}
2024-10-10 20:37:06,117 - INFO - Data sent to Kafka: {'UDI': 15, 'Product ID': 'L55520', 'Type': 'L', 'Air temperature [K]': 298.7343848015556, 'Process temperature [K]': 308.99164084858495, 'Rotational speed [rpm]': 1501.1581115378658, 'Torque [Nm]': 44.76148662413734, 'Tool wear [min]': 175, 'Machine failure': 0, 'TWF': 0, 'HDF': 0, 'PWF': 0, 'OSF': 0, 'RNF': 0}
2024-10-10 20:37:06,221 - INFO - Data sent to Kafka: {'UDI': 16, 'Product ID': 'L72919', 'Type': 'L', 'Air temperature [K]': 302.8124647185251, 'Process temperature [K]': 313.0034723528206, 'Rotational speed [rpm]': 1417.4023635891842, 'Torque [Nm]': 21.230630241733216, 'Tool wear [min]': 47, 'Machine failure': 1, 'TWF': 0, 'HDF': 0, 'PWF': 1, 'OSF': 0, 'RNF': 0}
2024-10-10 20:37:06,325 - INFO - Data sent to Kafka: {'UDI': 17, 'Product ID': 'L74442', 'Type': 'L', 'Air temperature [K]': 300.88460431227065, 'Process temperature [K]': 310.14969416163774, 'Rotational speed [rpm]': 1296.358904830221, 'Torque [Nm]': 32.47319668310513, 'Tool wear [min]': 82, 'Machine failure': 0, 'TWF': 0, 'HDF': 0, 'PWF': 0, 'OSF': 0, 'RNF': 0}
