Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Air temperature [K]_lag_1,Air temperature [K]_lag_2,Air temperature [K]_lag_3,Air temperature [K]_lag_4,Air temperature [K]_lag_5,Process temperature [K]_lag_1,Process temperature [K]_lag_2,Process temperature [K]_lag_3,Process temperature [K]_lag_4,Process temperature [K]_lag_5,Rotational speed [rpm]_lag_1,Rotational speed [rpm]_lag_2,Rotational speed [rpm]_lag_3,Rotational speed [rpm]_lag_4,Rotational speed [rpm]_lag_5,Torque [Nm]_lag_1,Torque [Nm]_lag_2,Torque [Nm]_lag_3,Torque [Nm]_lag_4,Torque [Nm]_lag_5,Tool wear [min]_lag_1,Tool wear [min]_lag_2,Tool wear [min]_lag_3,Tool wear [min]_lag_4,Tool wear [min]_lag_5
0.30434782608695343,0.2839506172839492,0.737276478679505,0.2332613390928725,0.24110671936758893,0.30434782608695343,0.30434782608695343,0.30434782608695343,0.30434782608695343,0.30434782608695343,0.2839506172839492,0.2716049382716008,0.2716049382716008,0.2716049382716008,0.2716049382716008,0.3961485557083906,0.35350756533700145,0.5639614855570838,0.18569463548830822,0.4800550206327374,0.48164146868250535,0.8228941684665227,0.33477321814254857,0.7300215982721381,0.44708423326133895,0.23320158102766797,0.225296442687747,0.21739130434782608,0.20553359683794464,0.1976284584980237
0.9239130434782581,0.8518518518518547,0.4938101788170566,0.4708423326133908,0.6284584980237153,0.9130434782608674,0.9130434782608674,0.9130434782608674,0.9130434782608674,0.9130434782608674,0.8395061728395063,0.827160493827158,0.827160493827158,0.827160493827158,0.827160493827158,0.48418156808803303,0.24759284731774422,0.5199449793672626,0.5116918844566714,0.7345254470426412,0.33477321814254857,0.6673866090712743,0.29373650107991367,0.37365010799136056,0.23974082073434122,0.608695652173913,0.6007905138339921,0.5889328063241106,0.5770750988142292,0.5691699604743082
0.3369565217391255,0.5555555555555571,0.7661623108665752,0.25701943844492436,0.3162055335968379,0.3260869565217348,0.3260869565217348,0.3260869565217348,0.3152173913043441,0.30434782608695343,0.5432098765432158,0.5432098765432158,0.5308641975308674,0.5308641975308674,0.5308641975308674,0.33012379642365897,0.3039889958734525,0.46629986244841826,0.36451169188445665,0.3094910591471802,0.5442764578833692,0.6371490280777536,0.531317494600432,0.5205183585313174,0.4967602591792656,0.308300395256917,0.2964426877470355,0.2885375494071146,0.26877470355731226,0.2569169960474308
0.6195652173912976,0.5925925925925952,0.11004126547455306,0.8920086393088551,0.3043478260869565,0.6195652173912976,0.6304347826086953,0.6304347826086953,0.6413043478260789,0.6413043478260789,0.5925925925925952,0.6049382716049436,0.6049382716049436,0.6172839506172849,0.6296296296296333,0.20495185694635487,0.4277854195323245,0.6093535075653369,0.3548830811554333,0.778541953232462,0.6652267818574513,0.4535637149028078,0.32613390928725705,0.5615550755939525,0.24190064794816413,0.2964426877470355,0.2845849802371541,0.27667984189723316,0.26482213438735175,0.25296442687747034
0.20652173913043015,0.2716049382716008,0.37551581843191206,0.4298056155507559,0.7707509881422925,0.21739130434782084,0.22826086956521152,0.22826086956521152,0.21739130434782084,0.20652173913043015,0.2716049382716008,0.2839506172839492,0.2839506172839492,0.2716049382716008,0.2716049382716008,0.5653370013755157,0.3741403026134802,0.29573590096286106,0.34250343878954603,0.2324621733149932,0.3088552915766738,0.48164146868250535,0.5637149028077754,0.4686825053995679,0.8207343412526997,0.7628458498023715,0.7509881422924901,0.7430830039525691,0.7351778656126482,0.7272727272727272
0.5869565217391255,0.6296296296296333,0.42228335625859703,0.4730021598272137,0.5810276679841897,0.5869565217391255,0.5978260869565162,0.6086956521739069,0.6086956521739069,0.6086956521739069,0.6296296296296333,0.6419753086419746,0.654320987654323,0.6666666666666714,0.654320987654323,0.4814305364511693,0.7977991746905091,0.2943603851444292,0.5199449793672626,0.5488308115543328,0.4319654427645788,0.21166306695464354,0.6717062634989202,0.3801295896328294,0.3066954643628509,0.5612648221343873,0.5533596837944663,0.5375494071146245,0.525691699604743,0.5138339920948616
0.36956521739129755,0.3333333333333357,0.5392022008253097,0.28509719222462193,0.20948616600790512,0.36956521739129755,0.36956521739129755,0.36956521739129755,0.3478260869565162,0.3478260869565162,0.3456790123456841,0.3456790123456841,0.3456790123456841,0.3209876543209944,0.308641975308646,0.6767537826685008,0.28473177441540587,0.43328748280605245,0.3988995873452543,0.18294360385144426,0.1490280777537797,0.5680345572354211,0.48380129589632825,0.5161987041036716,0.997840172786177,0.1976284584980237,0.18972332015810275,0.1818181818181818,0.17391304347826086,0.1660079051383399
0.5108695652173907,0.48148148148148806,0.4759284731774418,0.5291576673866091,0.38735177865612647,0.5217391304347814,0.5108695652173907,0.5108695652173907,0.5108695652173907,0.5108695652173907,0.48148148148148806,0.48148148148148806,0.48148148148148806,0.46913580246913966,0.46913580246913966,0.5130674002751032,0.7235213204951858,0.6341127922971115,0.4649243466299864,0.7799174690508943,0.36501079913606904,0.18574514038876888,0.263498920086393,0.40388768898488114,0.19006479481641458,0.3794466403162055,0.37154150197628455,0.3517786561264822,0.3438735177865612,0.32411067193675885
0.29347826086956275,0.22222222222222143,0.3617606602475929,0.7084233261339092,0.3636363636363636,0.29347826086956275,0.30434782608695343,0.30434782608695343,0.30434782608695343,0.30434782608695343,0.23456790123456983,0.23456790123456983,0.24691358024691112,0.2592592592592595,0.2592592592592595,0.46767537826685013,0.5144429160935351,0.45392022008253097,0.4759284731774418,0.8156808803301239,0.4686825053995679,0.36717062634989195,0.3930885529157666,0.5053995680345572,0.17494600431965435,0.3517786561264822,0.3320158102766798,0.3201581027667984,0.308300395256917,0.30039525691699603
0.4021739130434767,0.5802469135802468,0.546079779917469,0.3455723542116631,0.5019762845849802,0.4021739130434767,0.4021739130434767,0.3913043478260789,0.4021739130434767,0.4021739130434767,0.5802469135802468,0.5802469135802468,0.5679012345679055,0.5802469135802468,0.5679012345679055,0.3108665749656121,0.4896836313617605,0.3961485557083906,0.7496561210453923,0.5281980742778543,0.5421166306695464,0.42548596112311,0.5183585313174945,0.17062634989200864,0.427645788336933,0.48221343873517786,0.4743083003952569,0.46640316205533594,0.458498023715415,0.450592885375494
