Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Air temperature [K]_lag_1,Air temperature [K]_lag_2,Air temperature [K]_lag_3,Air temperature [K]_lag_4,Air temperature [K]_lag_5,Process temperature [K]_lag_1,Process temperature [K]_lag_2,Process temperature [K]_lag_3,Process temperature [K]_lag_4,Process temperature [K]_lag_5,Rotational speed [rpm]_lag_1,Rotational speed [rpm]_lag_2,Rotational speed [rpm]_lag_3,Rotational speed [rpm]_lag_4,Rotational speed [rpm]_lag_5,Torque [Nm]_lag_1,Torque [Nm]_lag_2,Torque [Nm]_lag_3,Torque [Nm]_lag_4,Torque [Nm]_lag_5,Tool wear [min]_lag_1,Tool wear [min]_lag_2,Tool wear [min]_lag_3,Tool wear [min]_lag_4,Tool wear [min]_lag_5
-1.0115682110830209,-1.3682912216502667,1.4502681297747906,-1.1064748402122944,-0.745202085700989,-1.0117276150574932,-1.011879929914553,-1.0120097421692174,-1.012139581613041,-1.0122694482570938,-1.3684979956389636,-1.4346493724346228,-1.4348185741178434,-1.434987814831928,-1.435133404513093,-0.4565343635550286,-0.6948879421269822,0.4816735297362698,-1.633079615664187,0.012447735929568523,0.18419354995925144,1.9574557058096866,-0.5792418171682544,1.474900046224229,0.004616511176449373,-0.7763759290251981,-0.8075372588025459,-0.8386884439755653,-0.8855720263920123,-0.916695088603381
1.8046474136530095,1.666883473893053,0.08936398624151826,0.12806827493568843,0.7978945018187062,1.755313765305266,1.7553906869623233,1.7554597659264592,1.7555288696126643,1.755597998031123,1.6009613918369463,1.5350220008059428,1.5350767954816746,1.5351316128704597,1.5351768925251748,0.03554858031895456,-1.2869222195117849,0.23561037435222357,0.18936182254021797,1.4350987913296962,-0.5789649456581233,1.149379532858372,-0.7925109633194345,-0.37718214105823017,-1.0730950552378942,0.7194556992074765,0.6882392537921511,0.6412746719375224,0.5943088692331044,0.5630771077658837
-0.8633463360969361,0.08331406752261057,1.61173133324484,-0.9830205286974959,-0.4460302983247216,-0.9129047086159711,-0.9130488364546696,-0.9131715454515197,-0.9627169306983128,-1.0122694482570938,0.01724971851647606,0.017189965594128182,-0.04886740163805332,-0.04893208190413204,-0.0489885992285531,-0.8255965714605159,-0.9716831886965003,-0.06427909627208281,-0.6334281938643024,-0.9411129714737603,0.5096582025019554,0.992253610340061,0.4422051459768721,0.38610021491272317,0.26281824062988635,-0.4772096033786632,-0.524126972205656,-0.5552912515666761,-0.6336774058600775,-0.680561227480626
0.4212432471160038,0.2812602433189205,-2.055790002717708,2.3165765245162033,-0.49326794896307957,0.4212045283446474,0.4705864719837826,0.4705632085963327,0.5199625967440383,0.5199428880810187,0.2812016640698753,0.3471534515097466,0.3471186476418974,0.4130864957384541,0.4790665646893687,-1.5252770072813358,-0.2796950722727051,0.7354261587260675,-0.6872555781150654,1.681178973885394,1.1381416694809703,0.038274795050314794,-0.624140584779029,0.5993702849634305,-1.0618688930877445,-0.5244463916386424,-0.5713620199718042,-0.6025241169681577,-0.6494208196433234,-0.6963034848888097
-1.4562338360413591,-1.4342732802490492,-0.5718662755882074,-0.08517099040805388,1.3647463094790024,-1.4070192408236097,-1.357788757024187,-1.3579434306812015,-1.4075207889310068,-1.4571052878391482,-1.4344859820273321,-1.368656675251484,-1.3688208992378392,-1.434987814831928,-1.435133404513093,0.48918754420278276,-0.579556589389683,-1.017773823385262,-0.7564622150089035,-1.3717532909462313,-0.713639974296484,0.18417743738874626,0.6105755245172776,0.1167064422170921,1.9467425631522985,1.3335339465872063,1.28654985883003,1.255301922156782,1.2240454205629414,1.1927674040932303
0.273021372129891,0.47920641911523054,-0.3104496604462228,0.1392913941643066,0.6089438992652743,0.2729701686823502,0.32233983179394343,0.3717250118786069,0.37169464399979757,0.37166427488700055,0.47916562323494344,0.5451315430590876,0.6111093471618396,0.6770971115342443,0.6110803556688398,0.02017098832289259,1.788580520149527,-1.0254632969910136,0.23549958046944341,0.3969480211728463,-0.07393358826427217,-1.2187325850961745,1.1718101196519624,-0.3435079194712759,-0.7250840285832625,0.5305085461675597,0.49929906272755775,0.4365989218644358,0.38964449005090745,0.3426855040513124
-0.7151244611108234,-1.1043629872552119,0.34309187740873853,-0.8371199787254618,-0.8711691540699438,-0.7152588957329269,-0.7153866495349027,-0.7154951520161242,-0.8144489779540721,-0.8145646306650883,-1.0385580636971958,-1.0386931893358657,-1.0388325248378927,-1.1709771990361377,-1.2371127180438677,1.1119800200432925,-1.0793257845846462,-0.24882646281011753,-0.44118753582586306,-1.6485934963213913,-1.544135984233039,0.6331086445839209,0.19526192411761048,0.36365073385475366,2.86728785946455,-0.9180862938051357,-0.9492424021009909,-0.9803870401800098,-1.0115193366579796,-1.0426331478688502
-0.0728296695043534,-0.3125782840699719,-0.010589425430417007,0.4310924941083754,-0.16260439449457345,-0.023498550642216075,-0.07298454204561836,-0.0730468733510469,-0.07310921423289651,-0.07317156469502577,-0.3126902134252917,-0.3127735203214902,-0.3128581011579955,-0.3789453516488418,-0.37902307667724955,0.19701329627760528,1.37338765029525,0.8738366836295935,-0.07208547239205952,1.6888689795902596,-0.4218440789133698,-1.353411947254727,-0.9496566499571468,-0.22003577365244595,-1.3312967846913308,-0.19378887381878798,-0.22497166968671656,-0.303382636092108,-0.334552543978405,-0.4129428515415036
-1.0609755027450678,-1.6982015146441043,-0.6487535153358498,1.3626113900836712,-0.2570796957712895,-1.0611390682782682,-1.011879929914553,-1.0120097421692174,-1.012139581613041,-1.0122694482570938,-1.6324499411923628,-1.6326274639839637,-1.5668139238778145,-1.5009904687808473,-1.5011403000028098,-0.05671697165741728,0.20469660922395147,-0.13348435872384581,-0.010568461819758937,1.888809127916764,0.11685603564007112,-0.4106564121448599,-0.2761751357955251,0.30752703120983066,-1.4098799197423766,-0.30400804642540613,-0.382421828907211,-0.4293369438293921,-0.4762432680276183,-0.5073963959906056
-0.5669025861247106,0.21527818472013804,0.3815354972825598,-0.5228726403241567,0.2940262283428874,-0.5670245360706297,-0.5671400093450636,-0.6166569552984265,-0.5673357233803469,-0.5674336086750675,0.2152136776815067,0.2151680571434692,0.14912562300192206,0.21507853389162074,0.14903208724067227,-0.9332397154329497,0.06629898593919245,-0.45644225016540657,1.5196671761662182,0.28159793559986296,0.4984352834487593,-0.10762784728811746,0.3748569945607098,-1.4323077507827826,-0.09641894817489519,0.2155966244343651,0.18439874428656894,0.15320172945554666,0.12200645573572676,0.09080938552037372
0.9153161637363609,-0.2465962254712269,0.27389336163586026,-0.6687731902961915,1.5536969120324347,0.8659076073315108,0.8659108458233162,0.9153350938259864,0.9153438040620042,0.9153525232650577,-0.24670222703696065,-0.3127735203214902,-0.1808627513980244,-0.114934735853089,-0.11499549471830739,0.1355029282933574,-0.5872453462388363,-0.27189488362737185,-1.594631484056499,1.6888689795902596,-0.5452961884985336,0.10561447612959116,-0.08535537344973193,1.8902154457966596,-1.5221415412438706,1.5067355035404633,1.4597450339725737,1.4284890952955478,1.3972229721786464,1.3187054633586996
-1.3080119610552463,-0.3785603426687544,-0.5180452077648575,0.33008442105081337,-0.9813903388927792,-1.3081963343820875,-1.2589576635642756,-1.3085243323223386,-1.3086754871015225,-1.30882667464513,-0.4446661862020288,-0.37876621750462885,-0.4448534509180041,-0.5109506595467181,-0.5770437631464749,-0.14129372763575812,0.7813533729104475,-0.9562580345392505,1.665770076275432,1.5350688654929485,-0.5565191075517304,-0.511665933763774,1.9575385528405211,-1.2190376807320753,-1.4323322440426753,-1.0125598703250942,-1.0437124976332874,-1.169318501785936,-1.2004403020569308,-1.2315402367670543
-0.12223696116640036,-0.3125782840699719,-1.8097508355252516,2.0808910207152245,0.8608780360031837,-0.12232145708376625,-0.17181563550550177,-0.17188507006874462,-0.17195451606238096,-0.12259776909304118,-0.37867819981366024,-0.44475891468776757,-0.4448534509180041,-0.3789453516488418,-0.37902307667724955,0.5122539321968758,-0.6103116167862962,-0.825536983241476,-0.4796356674335509,0.24314790707553519,-0.28716905027500916,1.2167192139376484,0.5432273731011152,0.27385280962287717,-0.2535852182769868,0.813929275727435,0.7827093493244477,0.7514846912076459,0.7045127657158259,0.6260461373986184
0.3718359554539568,0.47920641911523054,1.427201957850498,-1.1625904363553845,-0.8396773869777051,0.3717930751238723,0.3717553785238711,0.4211441102374698,0.42111729491455385,0.37166427488700055,0.47916562323494344,0.47913884587598643,0.5451116722818353,0.5450918036363305,0.5450734601790854,1.6425069439074307,0.4276705578493966,0.4816735297362698,-0.6718763254719903,1.7965290594583774,-1.1850025745307449,-0.09640456710823793,-0.26495044389283123,0.5095723607315531,-1.611950838445066,-0.8708495055451565,-0.9020073543348426,-0.9331541747785282,-0.9642890953082419,-1.0741176626852176
-1.0115682110830209,-1.1703450458539568,-0.15667518095093777,-0.2310715403800879,1.254525124656167,-1.0117276150574932,-0.9624643831846253,-0.9625906438103825,-0.9627169306983128,-0.9134170394610911,-1.1705340364738954,-1.1046858865190043,-1.104830199717897,-1.1049745450872182,-1.1050989270643967,1.2657559400039124,-0.2873838291218584,-0.025831728243325587,-0.7026348307581405,-0.825762885900777,-0.7922004076688604,0.24029383828814307,-0.6578146604871106,0.7677413928981994,0.26281824062988635,1.2075691778939284,1.1763347473756838,1.1450919028866586,1.1138415240802197,1.0825716022359448
0.6188724137641354,0.2812602433189205,1.0120108632132283,-0.8371199787254618,-0.36730088059412486,0.6682617944484667,0.6682486589035495,0.6682396020317282,0.668230549488279,0.6682215012750369,0.34718965045824385,0.3471534515097466,0.4131163225218642,0.4130864957384541,0.4130596691996144,-0.8486629594546089,-0.19511874693201905,-0.825536983241476,-0.37967052525356243,0.6430282037285441,0.17297063090605458,0.8239044076418705,0.7340471354469076,0.7340671713112452,-0.04028813742414812,-0.39848162294536454,-0.4296568766733593,-0.4608255207637131,-0.4919866818108642,-0.5703654256233402
0.7670942887502482,0.611170536312758,0.23544974176203903,0.25152258645048686,-1.3435456604535239,0.7670847008899887,0.7670797523634328,0.7670777987494258,0.7176532004030353,0.7176477056730522,0.6111415960116431,0.6111242402422262,0.6111093471618396,0.5450918036363305,0.5450734601790854,0.2508348682638222,1.4195201913901696,1.535131413724218,0.1278448119679174,0.17393785573174517,-0.05148775015787926,-1.353411947254727,-1.7915085426591737,0.3187517717388154,-0.04028813742414812,-1.374708580318268,-1.4058478638404246,-1.4369714057276646,-1.4680783363721113,-1.4991586127061767
0.025984913819712418,-0.3785603426687544,-0.7563956509825494,0.03828332110674455,0.3255179954351261,-0.023498550642216075,-0.023568995315662596,-0.0730468733510469,-0.07310921423289651,-0.07317156469502577,-0.4446661862020288,-0.44475891468776757,-0.5108511257979709,-0.5109506595467181,-0.5110368676567206,-0.6256878755117102,0.41229304415109,-0.9255001401162447,2.857662156113756,-0.7873128573764492,0.7341165835658892,-1.027936822038225,1.766718790494728,-2.038443739347951,-0.006609650973699403,0.29432460486766376,0.24737880797476672,0.2161788833241887,0.18498011086871044,0.13803615774492473
0.9153161637363609,0.21527818472013804,-0.3950256241686296,0.7228935940524442,0.7978945018187062,0.915319060552286,0.8659108458233162,0.8659159954671236,0.9153438040620042,0.9153525232650577,0.14922569129317567,0.2151680571434692,0.21512329788188883,0.2810811878405777,0.2810458782201433,1.0197144680669208,0.020166444844272772,-1.117736980260031,-0.4334979095043255,1.0429085003815528,-1.2523400888499248,-0.7473548175412409,1.2279335791654309,0.27385280962287717,-1.1067735416883424,0.7666924874674558,0.7354743015582994,0.7042518258061644,0.6257956967995962,0.5945616225822511
0.7670942887502482,0.413224360516448,0.8582363837179433,-1.061582363297822,-0.47752206541696024,0.7176732476692418,0.7176642056335052,0.7670777987494258,0.7670758513177635,0.7670739100710395,0.34718965045824385,0.3471534515097466,0.3471186476418974,0.34708384178953466,0.3470527737098976,-1.5867873752655834,-1.4945186544389233,-1.0408422442025165,0.22780995414790584,1.112118551725343,2.810356608407277,2.2492609904865497,0.5656767569065022,0.15038066380404638,-1.3537491089916294,-0.5244463916386424,-0.5556170040497548,-0.6025241169681577,-0.6336774058600775,-0.6648189700724423
-2.2467505026339136,-2.6219503350268343,-1.9942802109195938,2.4175845975737653,0.5302144815346775,-2.2470139455765894,-2.247268598163166,-2.247487201140509,-2.247705854481667,-2.2973507626052134,-2.556281750629335,-2.556525224547718,-2.556779047077654,-2.5570329319639336,-2.62325752332837,0.41229958422247287,-1.4330085996456972,-0.533336986222921,0.7430149176909232,0.4430880554020396,-0.6350795409241068,1.6319805805931844,1.025889124916944,-1.0731160538552753,-0.6352747313820667,0.4990173539942403,0.4205739831173106,0.38936605646295425,0.3581576624844156,0.32694324664312874
-0.5669025861247106,-0.9064168114589018,0.16625122598916076,0.2290763479932505,1.4749674943018378,-0.5670245360706297,-0.5177244626151077,-0.46839966022186585,-0.46849042155086246,-0.46858119987906477,-0.9065820909204961,-0.8407150977864871,-0.7748418253179505,-0.7089586213935515,-0.6430506586361917,0.8044281801220532,-0.1028536647421797,-1.3330422412210714,0.7660837966555359,-1.310233245307307,-0.6014107837645171,0.6667784851235595,1.126911352041187,-0.7924975406306599,2.2386227790561835,1.4280075231071645,1.3967649702843759,1.3655119414269057,1.3342493170456629,1.302963205950516
0.4212432471160038,1.3369731808992154,-1.0639446099731193,1.0259178132251305,-0.9498985718005405,0.3717930751238723,0.3717553785238711,0.4211441102374698,0.42111729491455385,0.37166427488700055,1.20503347350681,1.2050585148903243,1.2050884210817283,1.2711209970747068,1.2051424150764782,-0.018272991667262345,-1.5790949797796094,-0.4718211973769094,-0.5257734253627764,-0.272082475150457,-0.3096148883814029,1.7217668220322198,0.12791377270144816,-0.444530584232138,0.015842673326598947,-1.1070334468450524,-1.1539276090876336,-1.1850627902530964,-1.2161837158401767,-1.2630247515834216
0.32242866379193796,0.7431346535102855,-0.6256873434115571,-0.18617906346561594,-0.4145385312324829,0.2729701686823502,0.32233983179394343,0.32230591351977206,0.3222719930850694,0.3222380704890132,0.7431175687883427,0.7431096346084661,0.809102371801815,0.8091024194321208,0.8091010421380651,-0.8947957354427948,-0.6641329147303692,-0.41030540853089786,-0.13360248296436011,0.0662777758636274,0.8014540978850695,1.2952821751968033,0.07179031318797967,-0.06288940624666088,0.30772288923048385,-0.4457184112053437,-0.4926369403615571,-0.5238026746323551,-0.5549603369438479,-0.5861076830315239
0.5694651221021165,0.6771525949115405,-0.5949324475125001,0.25152258645048686,0.4514850638040808,0.6188503412276916,0.6188331121735937,0.6682396020317282,0.6188078985735228,0.6187952968770214,0.6771295824000115,0.6771169374253649,0.6771070220418439,0.6110944575852875,0.6110803556688398,2.1884114597676305,-0.35658264076423796,-0.6256106694919383,1.4273916603077672,0.1354878272074174,-1.6563651747650059,-0.43310297250461893,0.992215049208863,-1.3874087886668443,0.5659246186839201,0.42028937356094165,0.38908395127321166,0.32638890259431225,0.2951840073514319,0.2639742170103941
